Id,Response
20000,5.05327664842
20001,3.6155689762
20002,3.47012317871
20003,5.0957645828
20004,3.27149048882
20005,5.28074297956
20006,4.4912409189
20007,3.66322452637
20008,3.41148672075
20009,3.70507296051
20010,4.45557317374
20011,3.31348363572
20012,3.32754076972
20013,5.28073860908
20014,5.13015030873
20015,4.98888896888
20016,4.71895121843
20017,5.27508370484
20018,4.89389674308
20019,4.1303897857
20020,3.51166566273
20021,3.22064174893
20022,3.71772466386
20023,3.97611051467
20024,3.07957551139
20025,3.57847146638
20026,3.55387018605
20027,3.81229640109
20028,4.37441530833
20029,3.21073803666
20030,3.31659357979
20031,3.60704461685
20032,5.03083871268
20033,5.11104967447
20034,3.42005991875
20035,3.97091515795
20036,3.56665524426
20037,3.45629821841
20038,3.19963795401
20039,4.66510341336
20040,4.47107873069
20041,4.44996415807
20042,4.26551758139
20043,3.51216431693
20044,3.48712331858
20045,4.69496269976
20046,4.51067247167
20047,3.21439721429
20048,3.20225045635
20049,3.25993703515
20050,3.67091832322
20051,5.23366035813
20052,4.56398789214
20053,5.25111677386
20054,4.78953188488
20055,3.4330682364
20056,3.30326511933
20057,3.62613291791
20058,3.26904447433
20059,3.68819447312
20060,3.49316782677
20061,3.41852239141
20062,3.37731356375
20063,4.03590664073
20064,3.16793699432
20065,3.82213452402
20066,3.63561446569
20067,5.03550668855
20068,3.14051095685
20069,3.36680345616
20070,3.6033431502
20071,3.57778745915
20072,3.30700869461
20073,3.98724584132
20074,4.99764131945
20075,5.28047491369
20076,3.56523716055
20077,3.44166005223
20078,3.59943634396
20079,3.43676433094
20080,4.14985036363
20081,4.64431541665
20082,4.97548812547
20083,3.3351655816
20084,4.3493285433
20085,4.32048999624
20086,3.20957307964
20087,3.86770888569
20088,4.91637260189
20089,3.75043573882
20090,5.13419373196
20091,3.2128107241
20092,4.14405953495
20093,3.56077065329
20094,3.48929396921
20095,2.92511202946
20096,3.04269879695
20097,3.53277609642
20098,3.08367923399
20099,3.51613115641
20100,3.58648229689
20101,5.23940832394
20102,4.67840076626
20103,3.42503822562
20104,2.95574927181
20105,5.21648839672
